latitude,longitude,latlng,title,description,type,image,imageBelow,iconURL,terminal,airportCode
33.68073793,-117.8596222,"33.68073793, -117.8596222",Parking,"<strong>Terminal Parking A2</strong><br><br><b>Terminal Parking Rate:</b> <br>$2 per hour up to $20 per 24-hour period<br>The terminal parking facilities have covered and uncovered parking spaces adjacent to or in close vicinity of the terminal. <br><br><a href=""http://www.ocair.com/parking/"" target=_blank>More information about parking</a>",Parking,images/parking.png,,images/parking.png,,SNA
33.67766668,-117.8615534,"33.67766668, -117.8615534",Parking,"<strong>Terminal Parking B2</strong><br><br><b>Terminal Parking Rate:</b> <br>$2 per hour up to $20 per 24-hour period<br>The terminal parking facilities have covered and uncovered parking spaces adjacent to or in close vicinity of the terminal. For those dropping off or picking up passengers, A1, B2 and C offer a limited amount of economical 2-hour parking spaces on the lower level near the entrance to the terminal.<br><br><a href=""http://www.ocair.com/parking/"" target=_blank>More information about parking</a>",Parking,images/parking.png,,images/parking.png,,SNA
33.67567567,-117.8636241,"33.67567567, -117.8636241",Parking,"<strong>Terminal Parking C</strong><br><br><b>Terminal Parking Rate:</b> <br>$2 per hour up to $20 per 24-hour period<br>The terminal parking facilities have covered and uncovered parking spaces adjacent to or in close vicinity of the terminal. For those dropping off or picking up passengers, A1, B2 and C offer a limited amount of economical 2-hour parking spaces on the lower level near the entrance to the terminal.<br><br><a href=""http://www.ocair.com/parking/"" target=_blank>More information about parking</a>",Parking,images/parking.png,,images/parking.png,,SNA
33.68631769,-117.8619611,"33.68631769, -117.8619611",Parking,"<strong>Main Street Off-Airport Parking</strong><br><br> <b>Main Street Parking Rate:</b><br>$2 per hour up to $14 per 24-hour period<br><br>The most economical option, the uncovered Main Street Parking is located at 1512 Main Street in Irvine. Courtesy shuttle service to and from the Riley Terminal is available every 15 minutes. Shuttle buses are lift-equipped. Main Street Lot shuttle pick-up locations at the Terminal are on the Arrival (lower) Level at the third island of the Ground Transportation Center for Terminals A and B, and in front of Terminal C Arrival (lower) Level just north of the crosswalk into Parking Structure B2.<br><br><a href=""http://www.ocair.com/parking/"" target=_blank>More information about parking</a>",Parking,images/parking.png,,images/parking.png,,SNA
33.6787827,-117.861414,"33.6787827, -117.861414",Parking,"<strong>Curbside Valet Parking</strong><br><b>Valet Parking Rates:</b> <br>$10 per hour up to $30 per 24-hour period<br><br><a href=""http://www.ocair.com/parking/"" target=_blank>More information about parking</a>",Parking,images/parking.png,,images/parking.png,,SNA
33.67748812,-117.8622079,"33.67748812, -117.8622079",Parking,"<strong>Curbside Valet Parking</strong><br><b>Valet Parking Rates:</b> <br>$10 per hour up to $30 per 24-hour period<br><br><a href=""http://www.ocair.com/parking/"" target=_blank>More information about parking</a>",Parking,images/parking.png,,images/parking.png,,SNA
33.67813764,-117.8617734,"33.67813764, -117.8617734",Rail," iShuttle Route A connects to the Tustin Metrolink train station, where trains run down to Oceanside in San Diego County, up to Los Angeles, or to San Bernardino. The iShuttle stops on the Arrival (lower) Level, curbside, in front of Terminal B.<br><br><a href=""http://www.metrolinktrains.com/stations/detail/station_id/130.html"" target=_blank>More information about Metrolink Trains</a><br><br><a href=""http://www.cityofirvine.org/cityhall/pw/ishuttle/default.asp"" target=_blank>More information on iShuttle</a>",Rail,images/rail.png,,images/rail.png,,SNA
33.67907733,-117.8607166,"33.67907733, -117.8607166",Rental Cars,"<strong>Ground Transportation Center</strong> <br>On-site rental car companies offer convenient services at the Terminal. Their rental car counters are located on the Arrival (lower) Level, between Terminals A and B, right across from the statue of John Wayne.<br><a href=""http://www.ocair.com/groundtransportation/rentalcars/"" target=_blank>More information about on-site and off-site rental car agencies</a>",Rental Cars,images/car-rental.png,,images/car-rental.png,,SNA
33.67491228,-117.8645924,"33.67491228, -117.8645924",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,C,SNA
33.67657743,-117.8633344,"33.67657743, -117.8633344",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,C,SNA
33.67739883,-117.8624117,"33.67739883, -117.8624117",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,,SNA
33.67834522,-117.8622186,"33.67834522, -117.8622186",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,,SNA
33.67953266,-117.8613067,"33.67953266, -117.8613067",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,,SNA
33.67919563,-117.8614837,"33.67919563, -117.8614837",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,,SNA
33.68064865,-117.8609312,"33.68064865, -117.8609312",Restrooms,,Restrooms,images/restrooms.png,,images/restrooms.png,A,SNA
33.6770417,-117.8629375,"33.6770417, -117.8629375",Security Checkpoint,"<a href=""https://apps.tsa.dhs.gov/mytsa/status_detail.aspx?iac=SNA"" target=""_blank""> Airport Status & Security Wait Times </a>",Security Checkpoint,images/security-check.png,,images/security-check.png,,SNA
33.67868449,-117.8619719,"33.67868449, -117.8619719",Security Checkpoint,"<a href=""https://apps.tsa.dhs.gov/mytsa/status_detail.aspx?iac=SNA"" target=""_blank""> Airport Status & Security Wait Times </a>",Security Checkpoint,images/security-check.png,,images/security-check.png,,SNA
33.68021119,-117.8609633,"33.68021119, -117.8609633",Security Checkpoint,"<a href=""https://apps.tsa.dhs.gov/mytsa/status_detail.aspx?iac=SNA"" target=""_blank""> Airport Status & Security Wait Times </a>",Security Checkpoint,images/security-check.png,,images/security-check.png,,SNA
33.67566004,-117.8641391,"33.67566004, -117.8641391",Shopping,,Shopping,images/shopping.png,,images/shopping.png,C,SNA
33.67688099,-117.8631628,"33.67688099, -117.8631628",Shopping,,Shopping,images/shopping.png,,images/shopping.png,,SNA
33.67879163,-117.8620899,"33.67879163, -117.8620899",Shopping,,Shopping,images/shopping.png,,images/shopping.png,B,SNA
33.67755954,-117.8629482,"33.67755954, -117.8629482",Shopping,,Shopping,images/shopping.png,,images/shopping.png,,SNA
33.68126468,-117.86062,"33.68126468, -117.86062",Shopping,,Shopping,images/shopping.png,,images/shopping.png,,SNA
33.67980943,-117.8614569,"33.67980943, -117.8614569",Shopping,,Shopping,images/shopping.png,,images/shopping.png,,SNA
33.68030493,-117.8610787,"33.68030493, -117.8610787",Shopping,,Shopping,images/shopping.png,,images/shopping.png,,SNA
33.67913759,-117.8609982,"33.67913759, -117.8609982",Taxis and Public Transportation,"<strong>Ground Transportation Center<br><br>Taxis</strong><br>John Wayne Airport Yellow Cab offers convenient taxicab service to travelers from the Ground Transportation Center (GTC) on the Arrival (lower) Level between Terminals A and B. <br><b>Fares (subject to change):</b><br>
    $3.50 for the flag drop and first 1/5 mile<br>
    $0.55 for each 1/5 mile, after the first 1/5 mile ($2.75 per mile)<br>
    $32.00 per hour wait time (Approximately $0.53 per minute)<br><br><strong>Disneyland Resort Express</strong><br> The Disneyland Resort Express bus stop is located on the Arrival (lower) Level in the Ground Transportation Center. Airport shuttle service operates hourly 7 days a week. <br><a href=""http://graylineanaheim.com/airport_info.cfm"" target=_blank>Visit this website</a> or call (800) 828-6699 for more information. ",Taxis and Public Transportation,images/taxi-publictrans.png,,images/taxi-publictrans.png,,SNA
33.6782113,-117.8617465,"33.6782113, -117.8617465",Taxis and Public Transportation,"<strong> Local Bus Service</strong><br>Orange County Transportation Authority (OCTA) buses, Routes 76 and 212, and the iShuttle, Route A, stop on the Arrival (lower) Level, curbside, in front of Terminal B.<br><br><a href=""http://www.octa.net/Bus-Transit/Riding-OCTA/How-To-Ride/"" target=_blank>More information on OCTA buses <br><br> <a href=""http://www.cityofirvine.org/cityhall/pw/ishuttle/default.asp"" target=_blank>More information on iShuttle</a>",Taxis and Public Transportation,images/taxi-publictrans.png,,images/taxi-publictrans.png,,SNA
33.67654172,-117.8630126,"33.67654172, -117.8630126",Wi-Fi,"John Wayne Airport is pleased to provide free wireless internet access to passengers throughout the concourses, lounges and concession areas of JWA's Thomas F. Riley Terminal. Passengers wishing to access the free service should look for JWAFREEWIFI in their device's available wireless networks list.",Wi-Fi,images/wifi.png,,images/wifi.png,,SNA
33.68045224,-117.8606629,"33.68045224, -117.8606629",Wi-Fi,"John Wayne Airport is pleased to provide free wireless internet access to passengers throughout the concourses, lounges and concession areas of JWA's Thomas F. Riley Terminal. Passengers wishing to access the free service should look for JWAFREEWIFI in their device's available wireless networks list.",Wi-Fi,images/wifi.png,,images/wifi.png,,SNA
33.67811309,-117.862519,"33.67811309, -117.862519",Wi-Fi,"John Wayne Airport is pleased to provide free wireless internet access to passengers throughout the concourses, lounges and concession areas of JWA's Thomas F. Riley Terminal. Passengers wishing to access the free service should look for JWAFREEWIFI in their device's available wireless networks list.",Wi-Fi,images/wifi.png,,images/wifi.png,,SNA
